Table,State,Distt.,Area Name,Type,Age-group,Total,illiterate,literate
C2308,00,000,INDIA,Total,All ages,587584719,258709529,328875190
C2308,00,000,INDIA,Total,0-6,78762999,78762999,0
C2308,00,000,INDIA,Total,7,11923276,3359531,8563745
C2308,00,000,INDIA,Total,8,12906436,2117672,10788764
C2308,00,000,INDIA,Total,9,11209653,1293565,9916088
C2308,00,000,INDIA,Total,10,14462671,1793381,12669290
C2308,00,000,INDIA,Total,11,11778342,1059145,10719197
C2308,00,000,INDIA,Total,12,13239415,1304209,11935206
C2308,00,000,INDIA,Total,13,11716908,1019553,10697355
C2308,00,000,INDIA,Total,14,12093041,1180325,10912716
C2308,00,000,INDIA,Total,15,12159708,1423331,10736377
C2308,00,000,INDIA,Total,16,11564358,1401609,10162749
C2308,00,000,INDIA,Total,17,9868018,1158414,8709604
C2308,00,000,INDIA,Total,18,12937296,2195787,10741509
C2308,00,000,INDIA,Total,19,10014673,1643220,8371453
C2308,00,000,INDIA,Total,20-24,53839529,12212466,41627063
C2308,00,000,INDIA,Total,25-29,50069757,15072101,34997656
C2308,00,000,INDIA,Total,30-34,43934277,16298810,27635467
C2308,00,000,INDIA,Total,35-39,42221303,18524159,23697144
C2308,00,000,INDIA,Total,40-44,34892726,17151840,17740886
C2308,00,000,INDIA,Total,45-49,30180213,16062247,14117966
C2308,00,000,INDIA,Total,50-54,23225988,13021195,10204793
C2308,00,000,INDIA,Total,55-59,19690043,11976353,7713690
C2308,00,000,INDIA,Total,60-64,18961958,12964714,5997244
C2308,00,000,INDIA,Total,65-69,13510657,9684474,3826183
C2308,00,000,INDIA,Total,70-74,9557343,7198872,2358471
C2308,00,000,INDIA,Total,75-79,4741900,3470507,1271393
C2308,00,000,INDIA,Total,80+,6005310,4433955,1571355
C2308,00,000,INDIA,Total,Age not stated,2116921,925095,1191826
C2308,00,000,INDIA,Rural,All ages,405967794,204535333,201432461
C2308,00,000,INDIA,Rural,0-6,58238416,58238416,0
C2308,00,000,INDIA,Rural,7,8750077,2652818,6097259
C2308,00,000,INDIA,Rural,8,9709963,1726252,7983711
C2308,00,000,INDIA,Rural,9,8234180,1034038,7200142
C2308,00,000,INDIA,Rural,10,10788008,1445468,9342540
C2308,00,000,INDIA,Rural,11,8531715,842741,7688974
C2308,00,000,INDIA,Rural,12,9807869,1067023,8740846
C2308,00,000,INDIA,Rural,13,8465789,822354,7643435
C2308,00,000,INDIA,Rural,14,8722955,953256,7769699
C2308,00,000,INDIA,Rural,15,8719978,1159111,7560867
C2308,00,000,INDIA,Rural,16,8180014,1139537,7040477
C2308,00,000,INDIA,Rural,17,6694496,929697,5764799
C2308,00,000,INDIA,Rural,18,9040991,1817804,7223187
C2308,00,000,INDIA,Rural,19,6696436,1350082,5346354
C2308,00,000,INDIA,Rural,20-24,35696384,10113829,25582555
C2308,00,000,INDIA,Rural,25-29,32692281,12453366,20238915
C2308,00,000,INDIA,Rural,30-34,28977587,13478048,15499539
C2308,00,000,INDIA,Rural,35-39,27937146,15121108,12816038
C2308,00,000,INDIA,Rural,40-44,23015773,13921319,9094454
C2308,00,000,INDIA,Rural,45-49,19823958,12940097,6883861
C2308,00,000,INDIA,Rural,50-54,15242241,10462697,4779544
C2308,00,000,INDIA,Rural,55-59,13324985,9746203,3578782
C2308,00,000,INDIA,Rural,60-64,13359653,10565428,2794225
C2308,00,000,INDIA,Rural,65-69,9707959,7913667,1794292
C2308,00,000,INDIA,Rural,70-74,6829421,5784666,1044755
C2308,00,000,INDIA,Rural,75-79,3270293,2743508,526785
C2308,00,000,INDIA,Rural,80+,4129194,3417606,711588
C2308,00,000,INDIA,Rural,Age not stated,1380032,695194,684838
C2308,00,000,INDIA,Urban,All ages,181616925,54174196,127442729
C2308,00,000,INDIA,Urban,0-6,20524583,20524583,0
C2308,00,000,INDIA,Urban,7,3173199,706713,2466486
C2308,00,000,INDIA,Urban,8,3196473,391420,2805053
C2308,00,000,INDIA,Urban,9,2975473,259527,2715946
C2308,00,000,INDIA,Urban,10,3674663,347913,3326750
C2308,00,000,INDIA,Urban,11,3246627,216404,3030223
C2308,00,000,INDIA,Urban,12,3431546,237186,3194360
C2308,00,000,INDIA,Urban,13,3251119,197199,3053920
C2308,00,000,INDIA,Urban,14,3370086,227069,3143017
C2308,00,000,INDIA,Urban,15,3439730,264220,3175510
C2308,00,000,INDIA,Urban,16,3384344,262072,3122272
C2308,00,000,INDIA,Urban,17,3173522,228717,2944805
C2308,00,000,INDIA,Urban,18,3896305,377983,3518322
C2308,00,000,INDIA,Urban,19,3318237,293138,3025099
C2308,00,000,INDIA,Urban,20-24,18143145,2098637,16044508
C2308,00,000,INDIA,Urban,25-29,17377476,2618735,14758741
C2308,00,000,INDIA,Urban,30-34,14956690,2820762,12135928
C2308,00,000,INDIA,Urban,35-39,14284157,3403051,10881106
C2308,00,000,INDIA,Urban,40-44,11876953,3230521,8646432
C2308,00,000,INDIA,Urban,45-49,10356255,3122150,7234105
C2308,00,000,INDIA,Urban,50-54,7983747,2558498,5425249
C2308,00,000,INDIA,Urban,55-59,6365058,2230150,4134908
C2308,00,000,INDIA,Urban,60-64,5602305,2399286,3203019
C2308,00,000,INDIA,Urban,65-69,3802698,1770807,2031891
C2308,00,000,INDIA,Urban,70-74,2727922,1414206,1313716
C2308,00,000,INDIA,Urban,75-79,1471607,726999,744608
C2308,00,000,INDIA,Urban,80+,1876116,1016349,859767
C2308,00,000,INDIA,Urban,Age not stated,736889,229901,506988
C2308,01,000,State - JAMMU & KASHMIR,Total,All ages,5900640,3098078,2802562
C2308,01,000,State - JAMMU & KASHMIR,Total,0-6,934550,934550,0
C2308,01,000,State - JAMMU & KASHMIR,Total,7,128415,45715,82700
C2308,01,000,State - JAMMU & KASHMIR,Total,8,134844,31087,103757
C2308,01,000,State - JAMMU & KASHMIR,Total,9,118729,20617,98112
C2308,01,000,State - JAMMU & KASHMIR,Total,10,147510,27667,119843
C2308,01,000,State - JAMMU & KASHMIR,Total,11,132788,19044,113744
C2308,01,000,State - JAMMU & KASHMIR,Total,12,137433,19126,118307
C2308,01,000,State - JAMMU & KASHMIR,Total,13,124351,15936,108415
C2308,01,000,State - JAMMU & KASHMIR,Total,14,126916,17074,109842
C2308,01,000,State - JAMMU & KASHMIR,Total,15,130490,21089,109401
C2308,01,000,State - JAMMU & KASHMIR,Total,16,126964,21730,105234
C2308,01,000,State - JAMMU & KASHMIR,Total,17,106198,17805,88393
C2308,01,000,State - JAMMU & KASHMIR,Total,18,134386,30190,104196
C2308,01,000,State - JAMMU & KASHMIR,Total,19,99062,21077,77985
C2308,01,000,State - JAMMU & KASHMIR,Total,20-24,557335,162292,395043
C2308,01,000,State - JAMMU & KASHMIR,Total,25-29,501563,197100,304463
C2308,01,000,State - JAMMU & KASHMIR,Total,30-34,431157,206465,224692
C2308,01,000,State - JAMMU & KASHMIR,Total,35-39,396680,222794,173886
C2308,01,000,State - JAMMU & KASHMIR,Total,40-44,326346,208019,118327
C2308,01,000,State - JAMMU & KASHMIR,Total,45-49,279230,192274,86956
C2308,01,000,State - JAMMU & KASHMIR,Total,50-54,212967,154989,57978
C2308,01,000,State - JAMMU & KASHMIR,Total,55-59,167278,129052,38226
C2308,01,000,State - JAMMU & KASHMIR,Total,60-64,149299,124161,25138
C2308,01,000,State - JAMMU & KASHMIR,Total,65-69,101222,87008,14214
C2308,01,000,State - JAMMU & KASHMIR,Total,70-74,86547,77621,8926
C2308,01,000,State - JAMMU & KASHMIR,Total,75-79,41982,37459,4523
C2308,01,000,State - JAMMU & KASHMIR,Total,80+,61026,53587,7439
C2308,01,000,State - JAMMU & KASHMIR,Total,Age not stated,5372,2550,2822
C2308,01,000,State - JAMMU & KASHMIR,Rural,All ages,4333583,2477382,1856201
C2308,01,000,State - JAMMU & KASHMIR,Rural,0-6,738867,738867,0
C2308,01,000,State - JAMMU & KASHMIR,Rural,7,100775,38232,62543
C2308,01,000,State - JAMMU & KASHMIR,Rural,8,106165,26360,79805
C2308,01,000,State - JAMMU & KASHMIR,Rural,9,92653,17450,75203
C2308,01,000,State - JAMMU & KASHMIR,Rural,10,115644,23349,92295
C2308,01,000,State - JAMMU & KASHMIR,Rural,11,104224,16223,88001
C2308,01,000,State - JAMMU & KASHMIR,Rural,12,107675,16510,91165
C2308,01,000,State - JAMMU & KASHMIR,Rural,13,96663,13802,82861
C2308,01,000,State - JAMMU & KASHMIR,Rural,14,97519,14672,82847
C2308,01,000,State - JAMMU & KASHMIR,Rural,15,100355,18392,81963
C2308,01,000,State - JAMMU & KASHMIR,Rural,16,96777,18962,77815
C2308,01,000,State - JAMMU & KASHMIR,Rural,17,78896,15353,63543
C2308,01,000,State - JAMMU & KASHMIR,Rural,18,100679,26297,74382
C2308,01,000,State - JAMMU & KASHMIR,Rural,19,72303,18076,54227
C2308,01,000,State - JAMMU & KASHMIR,Rural,20-24,404069,138034,266035
C2308,01,000,State - JAMMU & KASHMIR,Rural,25-29,353024,163407,189617
C2308,01,000,State - JAMMU & KASHMIR,Rural,30-34,303075,168448,134627
C2308,01,000,State - JAMMU & KASHMIR,Rural,35-39,274557,177352,97205
C2308,01,000,State - JAMMU & KASHMIR,Rural,40-44,226234,165246,60988
C2308,01,000,State - JAMMU & KASHMIR,Rural,45-49,190923,151365,39558
C2308,01,000,State - JAMMU & KASHMIR,Rural,50-54,146188,122245,23943
C2308,01,000,State - JAMMU & KASHMIR,Rural,55-59,112854,98900,13954
C2308,01,000,State - JAMMU & KASHMIR,Rural,60-64,104765,95688,9077
C2308,01,000,State - JAMMU & KASHMIR,Rural,65-69,69940,65239,4701
C2308,01,000,State - JAMMU & KASHMIR,Rural,70-74,61307,58280,3027
C2308,01,000,State - JAMMU & KASHMIR,Rural,75-79,28938,27496,1442
C2308,01,000,State - JAMMU & KASHMIR,Rural,80+,44530,41135,3395
C2308,01,000,State - JAMMU & KASHMIR,Rural,Age not stated,3984,2002,1982
C2308,01,000,State - JAMMU & KASHMIR,Urban,All ages,1567057,620696,946361
C2308,01,000,State - JAMMU & KASHMIR,Urban,0-6,195683,195683,0
C2308,01,000,State - JAMMU & KASHMIR,Urban,7,27640,7483,20157
C2308,01,000,State - JAMMU & KASHMIR,Urban,8,28679,4727,23952
C2308,01,000,State - JAMMU & KASHMIR,Urban,9,26076,3167,22909
C2308,01,000,State - JAMMU & KASHMIR,Urban,10,31866,4318,27548
C2308,01,000,State - JAMMU & KASHMIR,Urban,11,28564,2821,25743
C2308,01,000,State - JAMMU & KASHMIR,Urban,12,29758,2616,27142
C2308,01,000,State - JAMMU & KASHMIR,Urban,13,27688,2134,25554
C2308,01,000,State - JAMMU & KASHMIR,Urban,14,29397,2402,26995
C2308,01,000,State - JAMMU & KASHMIR,Urban,15,30135,2697,27438
C2308,01,000,State - JAMMU & KASHMIR,Urban,16,30187,2768,27419
C2308,01,000,State - JAMMU & KASHMIR,Urban,17,27302,2452,24850
C2308,01,000,State - JAMMU & KASHMIR,Urban,18,33707,3893,29814
C2308,01,000,State - JAMMU & KASHMIR,Urban,19,26759,3001,23758
C2308,01,000,State - JAMMU & KASHMIR,Urban,20-24,153266,24258,129008
C2308,01,000,State - JAMMU & KASHMIR,Urban,25-29,148539,33693,114846
C2308,01,000,State - JAMMU & KASHMIR,Urban,30-34,128082,38017,90065
C2308,01,000,State - JAMMU & KASHMIR,Urban,35-39,122123,45442,76681
C2308,01,000,State - JAMMU & KASHMIR,Urban,40-44,100112,42773,57339
C2308,01,000,State - JAMMU & KASHMIR,Urban,45-49,88307,40909,47398
C2308,01,000,State - JAMMU & KASHMIR,Urban,50-54,66779,32744,34035
C2308,01,000,State - JAMMU & KASHMIR,Urban,55-59,54424,30152,24272
C2308,01,000,State - JAMMU & KASHMIR,Urban,60-64,44534,28473,16061
C2308,01,000,State - JAMMU & KASHMIR,Urban,65-69,31282,21769,9513
C2308,01,000,State - JAMMU & KASHMIR,Urban,70-74,25240,19341,5899
C2308,01,000,State - JAMMU & KASHMIR,Urban,75-79,13044,9963,3081
C2308,01,000,State - JAMMU & KASHMIR,Urban,80+,16496,12452,4044
C2308,01,000,State - JAMMU & KASHMIR,Urban,Age not stated,1388,548,840
C2308,02,000,State - HIMACHAL PRADESH,Total,All ages,3382729,1095583,2287146
C2308,02,000,State - HIMACHAL PRADESH,Total,0-6,370439,370439,0
C2308,02,000,State - HIMACHAL PRADESH,Total,7,58197,9478,48719
C2308,02,000,State - HIMACHAL PRADESH,Total,8,55531,3157,52374
C2308,02,000,State - HIMACHAL PRADESH,Total,9,55526,2274,53252
C2308,02,000,State - HIMACHAL PRADESH,Total,10,62949,3048,59901
C2308,02,000,State - HIMACHAL PRADESH,Total,11,59754,1877,57877
C2308,02,000,State - HIMACHAL PRADESH,Total,12,59031,1472,57559
C2308,02,000,State - HIMACHAL PRADESH,Total,13,58789,1365,57424
C2308,02,000,State - HIMACHAL PRADESH,Total,14,60461,1430,59031
C2308,02,000,State - HIMACHAL PRADESH,Total,15,60153,1714,58439
C2308,02,000,State - HIMACHAL PRADESH,Total,16,59752,1537,58215
C2308,02,000,State - HIMACHAL PRADESH,Total,17,58864,1483,57381
C2308,02,000,State - HIMACHAL PRADESH,Total,18,64494,2301,62193
C2308,02,000,State - HIMACHAL PRADESH,Total,19,60469,2114,58355
C2308,02,000,State - HIMACHAL PRADESH,Total,20-24,320146,17271,302875
C2308,02,000,State - HIMACHAL PRADESH,Total,25-29,299035,26688,272347
C2308,02,000,State - HIMACHAL PRADESH,Total,30-34,275104,36431,238673
C2308,02,000,State - HIMACHAL PRADESH,Total,35-39,259736,52693,207043
C2308,02,000,State - HIMACHAL PRADESH,Total,40-44,223291,66245,157046
C2308,02,000,State - HIMACHAL PRADESH,Total,45-49,197486,72310,125176
C2308,02,000,State - HIMACHAL PRADESH,Total,50-54,164963,72807,92156
C2308,02,000,State - HIMACHAL PRADESH,Total,55-59,131615,67815,63800
C2308,02,000,State - HIMACHAL PRADESH,Total,60-64,115908,77260,38648
C2308,02,000,State - HIMACHAL PRADESH,Total,65-69,80220,59933,20287
C2308,02,000,State - HIMACHAL PRADESH,Total,70-74,68468,56341,12127
C2308,02,000,State - HIMACHAL PRADESH,Total,75-79,39266,33350,5916
C2308,02,000,State - HIMACHAL PRADESH,Total,80+,58272,51142,7130
C2308,02,000,State - HIMACHAL PRADESH,Total,Age not stated,4810,1608,3202
C2308,02,000,State - HIMACHAL PRADESH,Rural,All ages,3065705,1031790,2033915
C2308,02,000,State - HIMACHAL PRADESH,Rural,0-6,339968,339968,0
C2308,02,000,State - HIMACHAL PRADESH,Rural,7,53171,8617,44554
C2308,02,000,State - HIMACHAL PRADESH,Rural,8,50577,2858,47719
C2308,02,000,State - HIMACHAL PRADESH,Rural,9,50590,2054,48536
C2308,02,000,State - HIMACHAL PRADESH,Rural,10,57482,2753,54729
C2308,02,000,State - HIMACHAL PRADESH,Rural,11,54507,1682,52825
C2308,02,000,State - HIMACHAL PRADESH,Rural,12,53913,1315,52598
C2308,02,000,State - HIMACHAL PRADESH,Rural,13,53673,1215,52458
C2308,02,000,State - HIMACHAL PRADESH,Rural,14,55190,1278,53912
C2308,02,000,State - HIMACHAL PRADESH,Rural,15,54671,1515,53156
C2308,02,000,State - HIMACHAL PRADESH,Rural,16,54335,1373,52962
C2308,02,000,State - HIMACHAL PRADESH,Rural,17,53324,1365,51959
C2308,02,000,State - HIMACHAL PRADESH,Rural,18,58515,2080,56435
C2308,02,000,State - HIMACHAL PRADESH,Rural,19,54592,1918,52674
C2308,02,000,State - HIMACHAL PRADESH,Rural,20-24,288272,15554,272718
C2308,02,000,State - HIMACHAL PRADESH,Rural,25-29,268589,24497,244092
C2308,02,000,State - HIMACHAL PRADESH,Rural,30-34,246103,34028,212075
C2308,02,000,State - HIMACHAL PRADESH,Rural,35-39,231369,49826,181543
C2308,02,000,State - HIMACHAL PRADESH,Rural,40-44,199498,63294,136204
C2308,02,000,State - HIMACHAL PRADESH,Rural,45-49,177304,69342,107962
C2308,02,000,State - HIMACHAL PRADESH,Rural,50-54,149619,70204,79415
C2308,02,000,State - HIMACHAL PRADESH,Rural,55-59,120095,65484,54611
C2308,02,000,State - HIMACHAL PRADESH,Rural,60-64,106932,74690,32242
C2308,02,000,State - HIMACHAL PRADESH,Rural,65-69,74146,57907,16239
C2308,02,000,State - HIMACHAL PRADESH,Rural,70-74,63682,54273,9409
C2308,02,000,State - HIMACHAL PRADESH,Rural,75-79,36397,31984,4413
C2308,02,000,State - HIMACHAL PRADESH,Rural,80+,54704,49164,5540
C2308,02,000,State - HIMACHAL PRADESH,Rural,Age not stated,4487,1552,2935
C2308,02,000,State - HIMACHAL PRADESH,Urban,All ages,317024,63793,253231
C2308,02,000,State - HIMACHAL PRADESH,Urban,0-6,30471,30471,0
C2308,02,000,State - HIMACHAL PRADESH,Urban,7,5026,861,4165
C2308,02,000,State - HIMACHAL PRADESH,Urban,8,4954,299,4655
C2308,02,000,State - HIMACHAL PRADESH,Urban,9,4936,220,4716
C2308,02,000,State - HIMACHAL PRADESH,Urban,10,5467,295,5172
C2308,02,000,State - HIMACHAL PRADESH,Urban,11,5247,195,5052
C2308,02,000,State - HIMACHAL PRADESH,Urban,12,5118,157,4961
C2308,02,000,State - HIMACHAL PRADESH,Urban,13,5116,150,4966
C2308,02,000,State - HIMACHAL PRADESH,Urban,14,5271,152,5119
C2308,02,000,State - HIMACHAL PRADESH,Urban,15,5482,199,5283
C2308,02,000,State - HIMACHAL PRADESH,Urban,16,5417,164,5253
C2308,02,000,State - HIMACHAL PRADESH,Urban,17,5540,118,5422
C2308,02,000,State - HIMACHAL PRADESH,Urban,18,5979,221,5758
C2308,02,000,State - HIMACHAL PRADESH,Urban,19,5877,196,5681
C2308,02,000,State - HIMACHAL PRADESH,Urban,20-24,31874,1717,30157
C2308,02,000,State - HIMACHAL PRADESH,Urban,25-29,30446,2191,28255
C2308,02,000,State - HIMACHAL PRADESH,Urban,30-34,29001,2403,26598
C2308,02,000,State - HIMACHAL PRADESH,Urban,35-39,28367,2867,25500
C2308,02,000,State - HIMACHAL PRADESH,Urban,40-44,23793,2951,20842
C2308,02,000,State - HIMACHAL PRADESH,Urban,45-49,20182,2968,17214
C2308,02,000,State - HIMACHAL PRADESH,Urban,50-54,15344,2603,12741
C2308,02,000,State - HIMACHAL PRADESH,Urban,55-59,11520,2331,9189
C2308,02,000,State - HIMACHAL PRADESH,Urban,60-64,8976,2570,6406
C2308,02,000,State - HIMACHAL PRADESH,Urban,65-69,6074,2026,4048
C2308,02,000,State - HIMACHAL PRADESH,Urban,70-74,4786,2068,2718
C2308,02,000,State - HIMACHAL PRADESH,Urban,75-79,2869,1366,1503
C2308,02,000,State - HIMACHAL PRADESH,Urban,80+,3568,1978,1590
C2308,02,000,State - HIMACHAL PRADESH,Urban,Age not stated,323,56,267
C2308,03,000,State - PUNJAB,Total,All ages,13103873,4832792,8271081
C2308,03,000,State - PUNJAB,Total,0-6,1410225,1410225,0
C2308,03,000,State - PUNJAB,Total,7,220853,50517,170336
C2308,03,000,State - PUNJAB,Total,8,215613,26633,188980
C2308,03,000,State - PUNJAB,Total,9,203219,18205,185014
C2308,03,000,State - PUNJAB,Total,10,233267,22353,210914
C2308,03,000,State - PUNJAB,Total,11,213274,14798,198476
C2308,03,000,State - PUNJAB,Total,12,227788,16539,211249
C2308,03,000,State - PUNJAB,Total,13,227353,15525,211828
C2308,03,000,State - PUNJAB,Total,14,236190,17279,218911
C2308,03,000,State - PUNJAB,Total,15,245771,21361,224410
C2308,03,000,State - PUNJAB,Total,16,250175,21107,229068
C2308,03,000,State - PUNJAB,Total,17,237455,18268,219187
C2308,03,000,State - PUNJAB,Total,18,276032,28115,247917
C2308,03,000,State - PUNJAB,Total,19,238070,21741,216329
C2308,03,000,State - PUNJAB,Total,20-24,1311105,172443,1138662
C2308,03,000,State - PUNJAB,Total,25-29,1193456,225047,968409
C2308,03,000,State - PUNJAB,Total,30-34,1034006,268759,765247
C2308,03,000,State - PUNJAB,Total,35-39,978209,315240,662969
C2308,03,000,State - PUNJAB,Total,40-44,879261,325984,553277
C2308,03,000,State - PUNJAB,Total,45-49,769636,313625,456011
C2308,03,000,State - PUNJAB,Total,50-54,590800,259947,330853
C2308,03,000,State - PUNJAB,Total,55-59,470710,234012,236698
C2308,03,000,State - PUNJAB,Total,60-64,514107,323574,190533
C2308,03,000,State - PUNJAB,Total,65-69,346782,244111,102671
C2308,03,000,State - PUNJAB,Total,70-74,241352,183788,57564
C2308,03,000,State - PUNJAB,Total,75-79,126463,98887,27576
C2308,03,000,State - PUNJAB,Total,80+,193451,157536,35915
C2308,03,000,State - PUNJAB,Total,Age not stated,19250,7173,12077
C2308,03,000,State - PUNJAB,Rural,All ages,8250716,3411866,4838850
C2308,03,000,State - PUNJAB,Rural,0-6,890205,890205,0
C2308,03,000,State - PUNJAB,Rural,7,140944,32584,108360
C2308,03,000,State - PUNJAB,Rural,8,138615,16496,122119
C2308,03,000,State - PUNJAB,Rural,9,130738,11014,119724
C2308,03,000,State - PUNJAB,Rural,10,148780,13507,135273
C2308,03,000,State - PUNJAB,Rural,11,137011,9053,127958
C2308,03,000,State - PUNJAB,Rural,12,147877,10277,137600
C2308,03,000,State - PUNJAB,Rural,13,149015,9928,139087
C2308,03,000,State - PUNJAB,Rural,14,154779,11371,143408
C2308,03,000,State - PUNJAB,Rural,15,161088,14163,146925
C2308,03,000,State - PUNJAB,Rural,16,164826,14200,150626
C2308,03,000,State - PUNJAB,Rural,17,154984,12299,142685
C2308,03,000,State - PUNJAB,Rural,18,178798,18951,159847
C2308,03,000,State - PUNJAB,Rural,19,150900,14392,136508
C2308,03,000,State - PUNJAB,Rural,20-24,818094,117174,700920
C2308,03,000,State - PUNJAB,Rural,25-29,717260,154711,562549
C2308,03,000,State - PUNJAB,Rural,30-34,627238,191832,435406
C2308,03,000,State - PUNJAB,Rural,35-39,598593,228677,369916
C2308,03,000,State - PUNJAB,Rural,40-44,546738,240832,305906
C2308,03,000,State - PUNJAB,Rural,45-49,469359,232638,236721
C2308,03,000,State - PUNJAB,Rural,50-54,351994,194156,157838
C2308,03,000,State - PUNJAB,Rural,55-59,285350,178281,107069
C2308,03,000,State - PUNJAB,Rural,60-64,344904,256442,88462
C2308,03,000,State - PUNJAB,Rural,65-69,238287,193196,45091
C2308,03,000,State - PUNJAB,Rural,70-74,164996,141705,23291
C2308,03,000,State - PUNJAB,Rural,75-79,86608,76055,10553
C2308,03,000,State - PUNJAB,Rural,80+,138958,122256,16702
C2308,03,000,State - PUNJAB,Rural,Age not stated,13777,5471,8306
C2308,03,000,State - PUNJAB,Urban,All ages,4853157,1420926,3432231
C2308,03,000,State - PUNJAB,Urban,0-6,520020,520020,0
C2308,03,000,State - PUNJAB,Urban,7,79909,17933,61976
C2308,03,000,State - PUNJAB,Urban,8,76998,10137,66861
C2308,03,000,State - PUNJAB,Urban,9,72481,7191,65290
C2308,03,000,State - PUNJAB,Urban,10,84487,8846,75641
C2308,03,000,State - PUNJAB,Urban,11,76263,5745,70518
C2308,03,000,State - PUNJAB,Urban,12,79911,6262,73649
C2308,03,000,State - PUNJAB,Urban,13,78338,5597,72741
C2308,03,000,State - PUNJAB,Urban,14,81411,5908,75503
C2308,03,000,State - PUNJAB,Urban,15,84683,7198,77485
C2308,03,000,State - PUNJAB,Urban,16,85349,6907,78442
C2308,03,000,State - PUNJAB,Urban,17,82471,5969,76502
C2308,03,000,State - PUNJAB,Urban,18,97234,9164,88070
C2308,03,000,State - PUNJAB,Urban,19,87170,7349,79821
C2308,03,000,State - PUNJAB,Urban,20-24,493011,55269,437742
C2308,03,000,State - PUNJAB,Urban,25-29,476196,70336,405860
C2308,03,000,State - PUNJAB,Urban,30-34,406768,76927,329841
C2308,03,000,State - PUNJAB,Urban,35-39,379616,86563,293053
C2308,03,000,State - PUNJAB,Urban,40-44,332523,85152,247371
C2308,03,000,State - PUNJAB,Urban,45-49,300277,80987,219290
C2308,03,000,State - PUNJAB,Urban,50-54,238806,65791,173015
C2308,03,000,State - PUNJAB,Urban,55-59,185360,55731,129629
C2308,03,000,State - PUNJAB,Urban,60-64,169203,67132,102071
C2308,03,000,State - PUNJAB,Urban,65-69,108495,50915,57580
C2308,03,000,State - PUNJAB,Urban,70-74,76356,42083,34273
C2308,03,000,State - PUNJAB,Urban,75-79,39855,22832,17023
C2308,03,000,State - PUNJAB,Urban,80+,54493,35280,19213
C2308,03,000,State - PUNJAB,Urban,Age not stated,5473,1702,3771
C2308,04,000,State - CHANDIGARH,Total,All ages,474787,134695,340092
C2308,04,000,State - CHANDIGARH,Total,0-6,55898,55898,0
C2308,04,000,State - CHANDIGARH,Total,7,8637,1523,7114
C2308,04,000,State - CHANDIGARH,Total,8,7858,657,7201
C2308,04,000,State - CHANDIGARH,Total,9,8053,705,7348
C2308,04,000,State - CHANDIGARH,Total,10,8950,771,8179
C2308,04,000,State - CHANDIGARH,Total,11,8116,484,7632
C2308,04,000,State - CHANDIGARH,Total,12,8212,437,7775
C2308,04,000,State - CHANDIGARH,Total,13,7906,422,7484
C2308,04,000,State - CHANDIGARH,Total,14,8140,423,7717
C2308,04,000,State - CHANDIGARH,Total,15,8335,559,7776
C2308,04,000,State - CHANDIGARH,Total,16,8438,549,7889
C2308,04,000,State - CHANDIGARH,Total,17,7977,492,7485
C2308,04,000,State - CHANDIGARH,Total,18,9868,745,9123
C2308,04,000,State - CHANDIGARH,Total,19,9279,630,8649
C2308,04,000,State - CHANDIGARH,Total,20-24,52777,5616,47161
C2308,04,000,State - CHANDIGARH,Total,25-29,49543,8173,41370
C2308,04,000,State - CHANDIGARH,Total,30-34,41178,8953,32225
C2308,04,000,State - CHANDIGARH,Total,35-39,38106,10024,28082
C2308,04,000,State - CHANDIGARH,Total,40-44,31653,8880,22773
C2308,04,000,State - CHANDIGARH,Total,45-49,27459,7644,19815
C2308,04,000,State - CHANDIGARH,Total,50-54,20834,5503,15331
C2308,04,000,State - CHANDIGARH,Total,55-59,15180,4007,11173
C2308,04,000,State - CHANDIGARH,Total,60-64,12271,4235,8036
C2308,04,000,State - CHANDIGARH,Total,65-69,7589,2572,5017
C2308,04,000,State - CHANDIGARH,Total,70-74,5387,1950,3437
C2308,04,000,State - CHANDIGARH,Total,75-79,3167,1073,2094
C2308,04,000,State - CHANDIGARH,Total,80+,3831,1719,2112
C2308,04,000,State - CHANDIGARH,Total,Age not stated,145,51,94
C2308,04,000,State - CHANDIGARH,Rural,All ages,11841,4632,7209
C2308,04,000,State - CHANDIGARH,Rural,0-6,1988,1988,0
C2308,04,000,State - CHANDIGARH,Rural,7,264,60,204
C2308,04,000,State - CHANDIGARH,Rural,8,257,27,230
C2308,04,000,State - CHANDIGARH,Rural,9,250,28,222
C2308,04,000,State - CHANDIGARH,Rural,10,265,34,231
C2308,04,000,State - CHANDIGARH,Rural,11,245,23,222
C2308,04,000,State - CHANDIGARH,Rural,12,200,17,183
C2308,04,000,State - CHANDIGARH,Rural,13,195,14,181
C2308,04,000,State - CHANDIGARH,Rural,14,211,21,190
C2308,04,000,State - CHANDIGARH,Rural,15,210,22,188
C2308,04,000,State - CHANDIGARH,Rural,16,181,21,160
C2308,04,000,State - CHANDIGARH,Rural,17,177,16,161
C2308,04,000,State - CHANDIGARH,Rural,18,205,23,182
C2308,04,000,State - CHANDIGARH,Rural,19,205,31,174
C2308,04,000,State - CHANDIGARH,Rural,20-24,1338,237,1101
C2308,04,000,State - CHANDIGARH,Rural,25-29,1546,365,1181
C2308,04,000,State - CHANDIGARH,Rural,30-34,1199,357,842
C2308,04,000,State - CHANDIGARH,Rural,35-39,866,306,560
C2308,04,000,State - CHANDIGARH,Rural,40-44,600,244,356
